,cpu,screen_size,ram,graphic_ram,hdd,ssd,prices,is_unified,company
492,Core i7,17.3,16,8.0,0,1000,87990000,0,hp
493,Core i5,15.6,8,4.0,0,256,32696000,0,lenovo
494,Ryzen 5,13.4,8,2.0,0,256,34000000,0,microsoft
495,Core i7,15.6,32,8.0,0,2000,74479000,0,asus
496,Core i7,14.0,16,4.0,0,512,43330000,0,asus
497,Ryzen 5,15.6,16,4.0,1000,512,37979000,0,lenovo
498,Core i9,16.0,32,8.0,0,2000,105800000,0,lenovo
500,Core i9,13.4,16,4.0,0,1000,90300000,0,asus
501,Core i5,15.6,8,4.0,0,512,33890000,0,asus
502,Core i9,17.3,16,6.0,0,1000,100000,0,asus
503,Core i7,14.0,32,0.0,0,1000,38300000,1,asus
504,Core i7,15.6,16,8.0,0,2000,60879000,0,asus
505,Core i7,15.6,16,4.0,0,512,24400000,0,hp
506,Ryzen 7,15.6,16,4.0,0,512,43000000,0,asus
507,Core i7,15.6,16,4.0,0,512,50869000,0,asus
508,Core i9,18.0,16,8.0,0,1000,128530000,0,asus
509,Ryzen 5,15.6,8,2.0,0,256,23440000,0,hp
510,Core i9,18.0,64,16.0,0,4000,320979000,0,asus
511,Ryzen 7,13.4,32,4.0,0,1000,72300000,0,asus
512,Celeron,15.6,4,0.0,1000,256,9900000,1,lenovo
513,Core i5,14.4,16,0.0,0,512,77000000,1,microsoft
514,Core i7,15.6,16,2.0,0,512,28990000,0,asus
515,Core i7,15.6,24,4.0,0,1000,49490000,0,asus
516,Ryzen 7,17.3,16,6.0,0,1000,60350000,0,asus
517,Core i9,15.6,32,16.0,0,2000,142113000,0,asus
518,Core i9,16.0,32,8.0,0,1000,96000000,0,asus
519,Core i7,15.6,16,6.0,0,512,56000000,0,msi
520,Celeron,15.6,4,0.0,0,256,10769000,1,lenovo
521,Core i3,15.6,12,2.0,0,256,14980000,0,lenovo
523,Core i7,15.6,32,2.0,0,1000,63300000,0,hp
524,Core i7,15.6,32,6.0,0,1000,60500000,0,hp
525,Core i7,16.0,16,6.0,0,512,72250000,0,asus
526,Core i7,15.6,32,8.0,0,1000,72479000,0,asus
527,Core i7,15.6,16,6.0,0,1000,67400000,0,msi
528,Core i5,15.6,8,4.0,0,512,40900000,0,asus
529,Core i5,15.6,8,4.0,0,1000,41270000,0,asus
530,Core i9,15.6,16,8.0,0,1000,76900000,0,msi
531,Core i7,16.0,16,6.0,0,1000,87990000,0,asus
532,Core i5,15.6,16,2.0,1000,256,23300000,0,lenovo
533,Core i7,15.0,16,0.0,0,512,79549000,1,microsoft
534,Celeron,15.6,4,0.0,1000,0,11200000,1,hp
536,Core i7,14.0,16,8.0,0,512,35879000,0,asus
537,Core i3,15.6,12,2.0,1000,256,23450000,0,acer
540,M2,14.0,32,0.0,0,1000,156100000,1,apple
541,Core i5,15.0,8,0.0,0,128,29000000,1,microsoft
542,Core i3,15.6,4,2.0,0,512,20999000,0,asus
544,Ryzen 7,15.6,16,4.0,0,1000,43800000,0,asus
545,Core i3,15.6,4,2.0,1000,128,17800000,0,acer
548,Celeron,15.6,4,2.0,0,512,8900000,0,lenovo
551,Ryzen 7,15.6,16,4.0,1000,256,42600000,0,lenovo
553,Core i9,15.6,32,8.0,0,1000,130000000,0,other
554,Core i3,15.6,8,0.0,0,512,18190000,1,asus
555,Core i7,15.6,12,2.0,0,512,30690000,0,asus
556,Core i7,15.6,16,6.0,0,1000,53969000,0,hp
558,Core i9,17.0,32,12.0,0,2000,196990000,0,msi
559,Core i7,15.6,16,4.0,0,512,37896000,0,acer
560,Ryzen 7,16.0,32,8.0,0,1000,63440000,0,lenovo
561,Core i3,15.6,4,0.0,0,512,16290000,1,asus
562,Core i3,15.6,8,2.0,0,512,20279000,0,asus
563,Core i5,15.6,8,4.0,0,256,39500000,0,acer
564,Core i5,15.6,8,2.0,0,256,27392000,0,acer
565,M2,13.0,16,0.0,0,512,93000000,1,apple
567,Core i7,15.6,16,8.0,0,1000,111000000,0,msi
569,Core i3,14.0,4,0.0,1000,0,16600000,1,asus
570,Core i9,15.6,32,8.0,0,1000,132700000,0,msi
571,Ryzen 7,15.6,16,4.0,0,1000,45879000,0,asus
572,Core i5,17.3,8,4.0,0,256,38962000,0,acer
573,Core i3,15.6,4,0.0,0,256,18100000,1,lenovo
574,Ryzen 9,15.6,32,8.0,0,1000,86500000,0,asus
575,Core i5,14.0,8,1.0,500,0,11600000,0,hp
576,Core i3,15.6,12,0.0,1000,256,17990000,1,asus
578,Ryzen 7,16.0,16,6.0,0,1000,62979000,0,lenovo
579,Core i9,17.3,64,12.0,0,4000,254795000,0,msi
580,Core i7,15.6,8,2.0,1000,1000,28089000,0,asus
581,Core i5,12.5,16,0.0,512,512,15900000,1,dell
583,Core i7,15.6,32,6.0,0,1000,62400000,0,asus
584,Core i9,18.0,64,12.0,0,1000,183660000,0,asus
587,Core i5,15.6,32,4.0,0,512,39700000,0,hp
588,Ryzen 5,15.6,16,4.0,0,1000,34500000,0,hp
590,Core i7,16.0,16,6.0,0,1000,58490000,0,hp
591,M2,16.0,16,0.0,0,1000,129100000,1,apple
592,Core i3,16.0,8,0.0,0,256,20979000,1,asus
593,Celeron,15.6,4,0.0,1000,128,15700000,1,asus
595,Core i7,15.6,32,8.0,0,512,62500000,0,asus
596,Core i5,13.0,8,0.0,256,256,14900000,1,dell
597,Core i3,15.6,4,0.0,0,512,18699000,1,asus
598,Core i7,15.6,16,8.0,0,1000,31979000,0,asus
599,Core i5,15.6,16,2.0,0,512,22912000,0,lenovo
600,Core i7,15.6,32,8.0,0,1000,59950000,0,lenovo
602,M2,14.0,32,0.0,0,1000,156900000,1,apple
603,Ryzen 5,15.6,8,2.0,1000,128,17200000,0,lenovo
604,Core i5,15.6,8,2.0,0,512,25400000,0,asus
605,M1,16.0,32,400.0,0,1000,139000000,0,apple
606,Core i7,15.0,16,2.0,0,512,31900000,0,microsoft
607,Core i7,15.6,16,2.0,1000,512,36990000,0,lenovo
608,Core i7,14.0,16,0.0,0,512,47196000,1,dell
610,Core i3,15.6,12,0.0,1000,512,16390000,1,lenovo
611,Core i5,15.0,8,0.0,0,256,41500000,1,microsoft
613,Core i3,15.6,8,0.0,0,256,16900000,1,hp
614,Core i7,15.6,16,4.0,0,512,19500000,0,dell
617,Core i7,15.6,12,2.0,1000,512,27290000,0,lenovo
619,Core i5,16.0,16,4.0,0,512,37000000,0,hp
620,M2,13.6,24,0.0,0,1000,105000000,1,apple
622,Core i7,15.6,16,4.0,0,1000,56699000,0,asus
623,Core i5,15.6,8,6.0,0,1000,43100000,0,hp
624,Core i7,14.0,16,0.0,0,1000,62144000,1,asus
625,Core i5,15.6,8,0.0,0,256,17290000,1,lenovo
626,Ryzen 7,17.3,8,8.0,0,512,69879000,0,asus
627,Core i7,15.6,32,8.0,0,1000,56900000,0,other
629,Core i7,14.0,8,2.0,1000,256,30000000,0,asus
630,Ryzen 9,15.6,16,4.0,0,1000,69000000,0,asus
631,Core i5,15.6,8,2.0,500,0,10900000,0,dell
635,Core i3,15.6,12,0.0,0,512,18399000,1,asus
636,Core i5,14.4,16,0.0,0,256,72283000,1,microsoft
637,Core i5,15.6,8,4.0,0,512,40800000,0,msi
640,Core i7,15.6,16,6.0,0,512,55300000,0,asus
641,Ryzen 7,15.6,8,2.0,0,1000,36100000,0,asus
642,Ryzen 5,15.6,16,4.0,0,512,40400000,0,acer
646,Core i5,14.0,16,8.0,0,512,34900000,0,other
648,Ryzen 9,15.6,16,8.0,0,1000,100000,0,asus
649,Core i7,15.6,16,2.0,1000,512,29790000,0,asus
650,Core i9,17.3,32,8.0,0,1000,113897000,0,asus
651,Core i7,15.6,16,2.0,1000,512,35100000,0,asus
652,Ryzen 9,15.6,32,6.0,0,1000,71391000,0,asus
653,Core i7,15.6,32,4.0,0,1000,52700000,0,asus
654,Ryzen 5,13.5,8,0.0,0,128,40000000,1,microsoft
655,Ryzen 5,15.6,16,0.0,0,512,30740000,1,msi
656,Core i5,15.6,20,2.0,1000,256,21690000,0,lenovo
658,Core i5,15.6,32,4.0,0,512,40200000,0,asus
659,Core i3,15.6,12,0.0,0,512,15900000,1,lenovo
660,Ryzen 5,14.0,8,2.0,0,512,47489000,0,asus
663,Core i7,15.6,32,6.0,0,2000,66470000,0,asus
664,Core i7,13.5,16,2.0,0,512,23000000,0,microsoft
665,Ryzen 7,15.6,8,2.0,0,1000,34850000,0,asus
666,Core i7,15.6,16,6.0,0,1000,58400000,0,lenovo
667,Core i7,15.6,16,4.0,0,1000,45270000,0,asus
668,Core i5,17.3,8,4.0,0,512,39689000,0,acer
669,Ryzen 5,15.6,12,2.0,1000,256,20079000,0,lenovo
671,Core i7,15.6,16,4.0,0,1000,49499000,0,asus
672,M1,13.0,8,0.0,0,512,49000000,1,apple
673,Core i3,14.0,4,0.0,0,128,19500000,1,asus
675,Core i7,15.6,16,2.0,1000,512,29279000,0,lenovo
677,Core i7,15.6,32,4.0,0,1000,52100000,0,hp
678,Core i3,15.6,8,0.0,0,256,14470000,1,lenovo
679,Core i7,17.0,2,4.0,0,512,36000000,0,hp
680,Core i9,16.0,32,12.0,0,2000,194979000,0,lenovo
681,M1,13.0,8,0.0,0,512,56112000,1,apple
683,Core i3,15.6,12,0.0,0,512,15288820,1,lenovo
684,Core i5,14.0,8,0.0,0,1000,41750000,1,hp
685,Core i3,15.6,4,2.0,0,256,19569000,0,lenovo
686,Core i7,15.6,16,4.0,0,512,29500000,0,dell
687,Core i7,15.6,16,2.0,6,256,37000000,0,asus
689,Core i7,16.0,32,4.0,0,1000,85000000,0,msi
690,Core i3,15.6,8,0.0,1000,1000,15250000,1,lenovo
691,Core i9,15.6,32,6.0,0,1000,79879000,0,asus
692,Core i9,16.0,32,16.0,0,1000,160000000,0,lenovo
694,Core i5,15.6,8,2.0,0,1000,25870000,0,asus
695,Ryzen 9,15.6,16,4.0,0,1000,57490000,0,asus
696,Core i5,15.6,8,6.0,0,512,38000000,0,hp
697,Core i7,14.0,8,0.0,0,256,15200000,1,dell
698,Core i5,15.6,8,4.0,1000,256,32298000,0,asus
700,Core i9,15.6,32,16.0,0,2000,159920000,0,msi
703,Core i9,16.1,64,16.0,0,1000,198710000,0,asus
704,Ryzen 7,15.6,16,4.0,0,512,49900000,0,asus
706,Core i9,17.3,64,16.0,0,2000,229900000,0,msi
708,Ryzen 9,15.6,16,8.0,0,1000,92800000,0,dell
709,Core i7,15.6,12,2.0,1000,128,26940000,0,lenovo
710,Core i7,15.6,32,4.0,0,1000,60190000,0,asus
711,Core i7,15.6,12,2.0,0,1000,30879000,0,asus
712,Core i7,14.0,16,2.0,512,512,46900000,0,lenovo
713,Core i3,15.6,8,0.0,1000,512,15850000,1,lenovo
714,Core i7,17.3,16,4.0,0,512,58000000,0,msi
715,Core i7,15.6,16,8.0,0,1000,56550000,0,acer
716,Core i7,14.4,16,4.0,0,512,100789000,0,microsoft
718,Core i9,16.0,32,8.0,0,1000,83000000,0,acer
720,Core i7,16.0,32,6.0,0,1000,66696000,0,acer
724,Core i7,15.0,8,0.0,0,256,67400000,1,microsoft
726,Core i3,15.6,4,2.0,1000,0,17695000,0,acer
727,Core i3,15.6,8,2.0,1000,128,15500000,0,lenovo
728,Core i3,15.6,4,2.0,0,512,24089000,0,acer
729,Core i7,15.0,32,6.0,0,512,99000000,0,microsoft
730,Ryzen 5,15.6,16,4.0,0,512,29400000,0,acer
731,Pentium,11.6,4,128.0,256,128,7290000,0,dell
733,Core i3,15.6,12,2.0,1000,128,15270000,0,lenovo
734,Core i5,14.0,8,4.0,0,512,39500000,0,asus
735,M2,16.0,16,0.0,0,512,114600000,1,apple
736,Core i3,15.6,4,0.0,1000,256,14599000,1,lenovo
737,Core i9,18.0,16,8.0,0,1000,141850000,0,asus
738,Core i7,15.6,16,0.0,0,512,35790000,1,asus
739,Ryzen 7,17.3,32,8.0,0,1000,87339000,0,asus
740,Core i7,15.6,16,8.0,0,512,64758000,0,msi
742,Core i3,15.6,12,2.0,0,256,16200000,0,lenovo
743,Ryzen 7,17.3,16,8.0,0,1000,70000000,0,asus
745,Core i5,15.6,8,4.0,0,512,40200000,0,asus
747,Core i7,17.3,16,4.0,0,1000,58990000,0,msi
748,Core i5,15.6,8,2.0,0,256,20870000,0,lenovo
750,Ryzen 7,15.6,16,6.0,0,512,55399000,0,acer
751,Core i5,15.6,8,4.0,0,256,34100000,0,acer
752,Core i7,15.6,16,8.0,0,2000,69479000,0,asus
753,Core i7,15.6,16,6.0,0,512,58700000,0,lenovo
755,Core i9,15.6,32,6.0,0,1000,75200000,0,acer
758,Ryzen 7,15.6,32,8.0,1000,1000,67999000,0,asus
759,Ryzen 5,15.6,16,4.0,0,512,36600000,0,lenovo
760,Core i7,16.0,16,6.0,0,1000,68950000,0,lenovo
761,Core i3,15.6,4,0.0,1000,0,14910000,1,lenovo
762,Core i3,15.6,12,0.0,0,512,20350000,1,asus
763,Core i7,15.6,20,2.0,0,512,31760000,0,asus
764,Ryzen 9,15.6,16,8.0,0,1000,69790000,0,asus
765,Ryzen 7,15.6,16,6.0,0,512,56450000,0,lenovo
766,Ryzen 5,15.6,8,4.0,1000,512,27650000,0,hp
767,Core i5,15.6,32,4.0,0,1000,45659000,0,asus
769,Athlon,15.6,8,0.0,1000,0,9600000,1,lenovo
771,Core i7,16.0,8,0.0,0,512,33299000,1,asus
772,Core i3,15.6,12,2.0,1000,256,15940000,0,lenovo
773,Core i9,15.6,64,16.0,0,1000,151894000,0,asus
774,Core i9,15.6,32,6.0,0,512,62700000,0,acer
776,Core i7,15.6,32,6.0,0,1000,91000000,0,other
777,Core i7,15.6,16,4.0,0,512,54100000,0,dell
778,Core i7,15.6,12,2.0,1000,1000,28390000,0,acer
779,Core i5,15.6,8,2.0,1000,256,29497000,0,asus
780,Core i3,15.6,4,0.0,0,512,14770000,1,lenovo
781,Core i9,16.0,16,8.0,0,1000,88479000,0,asus
782,Core i7,15.6,16,2.0,1000,512,29550000,0,asus
783,Ryzen 3,15.6,8,2.0,0,256,17540000,0,lenovo
785,Ryzen 7,15.6,24,4.0,0,512,43000000,0,acer
786,Core i7,15.6,8,2.0,0,256,14800000,0,dell
787,Core i3,15.6,12,0.0,0,512,18000000,1,asus
789,Core i3,14.0,4,0.0,1000,256,18090000,1,asus
791,Core i5,17.3,16,4.0,0,1000,48879000,0,asus
793,Core i5,17.3,16,4.0,0,512,42479000,0,asus
794,Core i5,13.3,8,4.0,0,512,38779000,0,asus
796,Core i7,14.0,16,2.0,0,1000,118635000,0,asus
797,Core i5,15.6,12,2.0,1000,1000,22499000,0,lenovo
798,Core i7,16.1,16,8.0,0,1000,66900000,0,hp
799,Core i5,15.6,12,2.0,1000,256,23290000,0,asus
800,Core i5,15.6,12,2.0,0,512,25400000,0,asus
801,Ryzen 7,16.0,16,8.0,0,1000,53890000,0,hp
802,Core i7,15.6,32,4.0,0,512,45700000,0,hp
803,Ryzen 5,15.6,8,4.0,0,512,33679000,0,asus
804,Ryzen 5,15.6,8,6.0,0,256,37500000,0,lenovo
805,Core i9,16.1,32,12.0,0,1000,156910000,0,lenovo
807,Core i5,14.0,8,0.0,256,256,12500000,1,lenovo
808,Core i3,15.6,12,2.0,1000,512,20599000,0,acer
809,Ryzen 7,16.0,16,0.0,0,1000,35179000,1,asus
810,Celeron,15.6,4,0.0,1000,0,8300000,1,lenovo
811,Core i3,15.6,12,4.0,0,512,21600000,0,asus
813,Core i7,17.3,32,4.0,0,1000,54500000,0,asus
814,Core i7,15.6,8,2.0,1000,256,27290000,0,lenovo
815,Core i7,17.3,16,8.0,0,1000,65000000,0,hp
816,M2,13.0,16,0.0,0,512,89000000,1,apple
817,Core i3,15.6,8,2.0,256,256,14490000,0,lenovo
818,Ryzen 5,14.0,8,0.0,0,512,41990000,1,asus
819,M2,13.0,16,100.0,0,256,83000000,0,apple
820,Core i3,15.6,20,2.0,1000,512,17150000,0,lenovo
822,Core i7,15.6,16,0.0,0,1000,53990000,1,hp
824,Ryzen 5,15.6,32,4.0,0,1000,43355000,0,lenovo
825,Core i7,15.6,16,2.0,1000,1000,42990000,0,lenovo
826,Core i5,15.6,16,2.0,1000,1000,40490000,0,lenovo
828,Core i5,15.6,16,2.0,1000,256,24000000,0,lenovo
830,Core i5,15.6,8,2.0,1000,128,22879000,0,lenovo
833,Core i7,15.6,8,2.0,1000,128,27090000,0,acer
835,Core i7,14.0,16,0.0,0,512,41699000,1,asus
836,Core i7,15.6,16,8.0,0,1000,66489000,0,asus
840,Core i3,15.6,8,0.0,1000,256,15540000,1,lenovo
841,Core i3,15.6,12,2.0,1000,256,22849000,0,lenovo
842,Ryzen 7,17.3,16,8.0,0,1000,83870000,0,asus
843,Celeron,15.6,4,0.0,1000,0,8300000,1,lenovo
846,Core i7,15.6,8,4.0,0,512,49479000,0,asus
847,Core i3,15.6,12,2.0,0,512,12900000,0,asus
848,Celeron,15.6,8,2.0,1000,256,14500000,0,lenovo
849,Core i7,15.6,16,4.0,0,512,52890000,0,msi
850,Core i5,15.6,8,6.0,0,512,42400000,0,hp
851,Ryzen 7,15.6,16,4.0,0,512,47797000,0,asus
852,Core i7,15.6,16,8.0,0,1000,62280000,0,asus
853,Core i3,15.6,12,2.0,0,512,24500000,0,asus
856,Core i5,15.6,8,2.0,1000,256,32690000,0,lenovo
858,Ryzen 5,15.6,16,6.0,0,1000,29500000,0,asus
859,Core i3,14.0,8,0.0,1000,0,16599000,1,asus
862,Core i5,15.6,8,2.0,0,256,32200000,0,lenovo
863,Core i7,16.0,32,8.0,0,1000,96012300,0,asus
865,Core i7,15.6,16,2.0,1000,1000,28290000,0,asus
866,Ryzen 3,15.6,4,0.0,1000,0,17700000,1,hp
867,Ryzen 7,15.6,12,6.0,1000,512,23970000,0,lenovo
869,Core i5,16.0,8,4.0,512,512,34000000,0,hp
870,Core i7,15.6,16,2.0,0,1000,31270000,0,asus
874,Core i7,15.6,32,8.0,1000,1000,61990000,0,acer
875,Xeon,15.6,32,4.0,0,512,34500000,0,hp
878,Core i7,15.6,16,6.0,0,512,53380000,0,acer
879,Core i5,14.0,8,2.0,1000,256,26500000,0,asus
880,Core i7,17.3,16,6.0,0,1000,59400000,0,hp
881,Core i7,15.6,12,2.0,1000,512,29400000,0,asus
884,Ryzen 3,15.6,4,0.0,0,512,16200000,1,lenovo
888,Ryzen 5,15.6,8,2.0,1000,128,18970000,0,lenovo
889,Core i7,15.6,16,2.0,1000,256,34900000,0,lenovo
893,Core i3,15.6,4,0.0,1000,0,16284000,1,asus
897,Core i5,15.6,8,0.0,0,1000,41900000,1,hp
898,Core i5,15.6,8,0.0,0,512,33880000,1,other
899,Core i7,15.6,32,6.0,0,1000,56493000,0,acer
901,Core i7,15.6,8,4.0,0,512,45790000,0,msi
902,Celeron,15.6,4,0.0,500,0,5847660,1,asus
903,Core i5,15.6,8,2.0,0,512,17779000,0,lenovo
905,Ryzen 7,15.6,32,6.0,0,1000,62400000,0,asus
906,Core i7,15.6,16,8.0,0,1000,78500000,0,msi
908,Core i5,14.0,8,1.0,0,256,9500000,0,hp
909,Core i7,15.6,8,2.0,0,256,13200000,0,dell
911,Core i7,15.6,16,6.0,0,512,52580000,0,dell
913,Core i5,15.6,8,2.0,0,512,30499000,0,asus
915,Core i5,15.0,8,2.0,1000,256,25450000,0,asus
916,Ryzen 7,16.0,16,6.0,0,512,54000000,0,hp
917,Core i7,15.6,16,2.0,1000,512,42500000,0,dell
919,Ryzen 5,15.6,8,2.0,1000,256,18000000,0,lenovo
921,M1,16.0,32,400.0,0,1000,140500000,0,apple
922,Celeron,15.6,8,0.0,0,256,11000000,1,lenovo
924,Celeron,15.0,4,0.0,0,256,8700000,1,lenovo
925,Core i7,14.0,16,4.0,0,512,57293000,0,acer
926,Core i7,15.6,16,8.0,0,1000,107000000,0,other
928,Core i5,15.6,8,4.0,0,512,37900000,0,asus
930,M1,16.0,16,0.0,0,1000,99000000,1,apple
931,Core i5,13.5,8,0.0,0,256,29000000,1,microsoft
932,Ryzen 7,15.6,32,6.0,0,1000,45979000,0,lenovo
933,Core i7,15.6,16,6.0,0,1000,29900000,0,hp
934,Core i5,15.6,16,6.0,0,512,46200000,0,hp
935,Core i3,15.6,4,0.0,1000,0,14199000,1,asus
939,Core i5,17.3,8,4.0,0,512,41479000,0,asus
940,Core i7,15.6,32,6.0,0,2000,66500000,0,lenovo
941,Core i9,15.6,16,6.0,512,512,59900000,0,acer
942,Core i5,15.6,8,2.0,0,512,21899000,0,lenovo
943,Core i5,15.6,16,2.0,1000,512,24779000,0,lenovo
945,Ryzen 3,15.6,8,2.0,1000,128,19500000,0,lenovo
947,Core i7,15.6,16,4.0,0,1000,52300000,0,msi
948,Core i7,15.6,16,8.0,0,1000,78700000,0,other
949,Core i7,16.0,32,8.0,0,2000,82979000,0,lenovo
951,Core i7,15.6,32,6.0,0,1000,63350000,0,lenovo
952,Ryzen 7,15.6,32,4.0,0,1000,55279000,0,asus
953,Core i7,15.6,8,1.0,500,0,12600000,0,hp
954,M1,13.0,8,0.0,0,256,62667000,1,apple
956,Athlon,15.6,8,2.0,0,256,13900000,0,lenovo
958,Core i7,15.6,8,2.0,0,512,29496000,0,lenovo
960,Core i3,15.6,12,2.0,1000,256,20100000,0,acer
961,Ryzen 7,15.6,32,4.0,0,1000,39188820,0,lenovo
962,Core i5,6.0,16,4.0,1000,0,34800000,0,msi
963,Ryzen 7,15.6,16,6.0,0,2000,56000000,0,lenovo
964,Core i5,14.0,8,0.0,0,256,12600000,1,dell
965,Pentium,15.6,4,0.0,1000,0,13490000,1,lenovo
966,Ryzen 7,17.3,16,8.0,0,1000,83490000,0,asus
967,Core i3,15.6,12,2.0,0,512,24600000,0,acer
968,Core i7,15.6,16,4.0,0,1000,55500000,0,msi
969,Core i5,13.5,8,0.0,0,512,60185000,1,microsoft
970,Core i5,15.6,32,4.0,1000,512,37500000,0,asus
972,Ryzen 5,15.6,8,2.0,0,512,28200000,0,asus
973,Core i7,15.6,16,8.0,512,512,50000000,0,hp
974,Core i5,15.6,16,4.0,0,1000,35770000,0,hp
975,Ryzen 3,15.6,4,0.0,0,256,15500000,1,hp
976,M2,14.0,16,0.0,0,512,99500000,1,apple
978,Ryzen 7,16.0,16,6.0,0,512,57399000,0,lenovo
979,Core i5,15.6,8,4.0,0,512,32179000,0,asus
980,Ryzen 9,16.0,32,16.0,0,4000,333979000,0,asus
981,Core i5,15.6,16,4.0,1000,256,35969000,0,lenovo
982,Core i7,15.6,16,4.0,0,512,67300000,0,lenovo
983,Ryzen 7,16.0,16,8.0,0,1000,69900000,0,lenovo
984,Core i7,17.3,16,4.0,0,1000,52200000,0,asus
987,Core i5,15.6,16,4.0,0,1000,42200000,0,asus
988,Core i3,15.6,8,0.0,1000,128,18500000,1,asus
989,Core i7,15.6,20,2.0,1000,256,30088820,0,lenovo
990,Core i7,15.6,16,4.0,0,512,39800000,0,acer
991,Core i7,15.6,24,4.0,0,512,47300000,0,asus
992,Core i7,16.0,32,6.0,0,512,60591000,0,hp
993,Core i5,15.6,8,2.0,1000,0,22450000,0,lenovo
995,Core i7,15.6,16,6.0,0,1000,58479000,0,asus
997,Core i7,15.6,8,2.0,1000,256,29100000,0,asus
998,Celeron,15.6,4,0.0,500,0,5847660,1,other
1001,Core i7,15.6,16,4.0,0,512,49890000,0,asus
1004,Ryzen 9,16.0,32,16.0,0,1000,323979000,0,asus
1005,Core i7,15.6,8,2.0,0,512,27000000,0,asus
1006,Core i3,15.6,8,2.0,1000,256,15700000,0,lenovo
1009,Core i5,15.6,12,2.0,1000,256,23800000,0,lenovo
1010,Core i5,17.3,16,4.0,0,512,40590000,0,acer
1012,Core i5,15.6,8,0.0,0,512,23700000,1,other
1014,Core i7,16.0,32,8.0,0,1000,95479000,0,asus
1015,Ryzen 5,15.6,16,6.0,0,512,37779000,0,lenovo
1018,Core i9,17.3,16,6.0,0,1000,80000000,0,asus
1019,Core i5,15.6,32,4.0,0,1000,38479000,0,asus
1020,Ryzen 7,15.0,8,0.0,0,256,51395000,1,microsoft
1021,Core i7,15.0,16,4.0,0,256,62500000,0,microsoft
1022,Core i7,15.6,32,6.0,0,1000,61782000,0,hp
1025,Core i3,15.6,8,0.0,1000,256,18700000,1,asus
1027,Core i5,15.6,12,0.0,0,512,24190000,1,lenovo
1029,Ryzen 3,15.6,12,2.0,1000,256,17900000,0,lenovo
1030,Core i7,15.6,16,2.0,0,1000,310000000,0,asus
1033,Core i3,15.6,12,2.0,1000,256,19800000,0,lenovo
1034,Core i5,15.6,16,2.0,0,1000,34690000,0,lenovo
1035,Core i5,15.6,8,4.0,0,512,36900000,0,asus
1036,Core i3,15.6,4,0.0,0,256,13950000,1,lenovo
1037,Ryzen 7,16.0,16,8.0,0,512,65500000,0,lenovo
1039,Athlon,11.6,4,0.0,0,512,9840000,1,lenovo
1040,Core i3,15.6,20,2.0,1000,256,17100000,0,lenovo
1041,Core i7,16.0,32,8.0,0,2000,105612300,0,asus
1042,Core i5,15.6,24,0.0,0,512,29240000,1,lenovo
1045,Core i7,15.0,32,8.0,0,1000,45000000,0,hp
1046,Core i7,13.3,16,0.0,256,512,133820000,1,other
1047,Core i5,14.0,8,128.0,500,0,11900000,0,dell
1049,Core i7,15.6,32,4.0,0,1000,51670000,0,asus
1050,Core i5,15.6,12,2.0,0,512,28697000,0,asus
1052,Core i5,15.6,8,2.0,0,512,22200000,0,lenovo
1053,Core i7,15.6,16,4.0,0,1000,43492000,0,acer
1054,Core i5,13.5,8,0.0,0,512,54000000,1,microsoft
1055,Core i7,15.6,16,6.0,1000,1000,57000000,0,acer
1056,Ryzen 5,15.6,8,4.0,0,512,34500000,0,asus
1057,Core i7,16.0,32,16.0,0,1000,99888000,0,lenovo
1058,Core i7,15.6,16,4.0,0,512,45500000,0,hp
1067,Core i5,15.6,8,2.0,1000,128,21700000,0,lenovo
1068,Core i7,15.6,32,4.0,0,512,43699000,0,lenovo
1071,M1,16.0,16,0.0,0,512,93800000,1,apple
1072,Core i7,15.6,32,16.0,1000,1000,208250000,0,lenovo
1073,Ryzen 7,17.3,16,4.0,0,512,49000000,0,asus
1074,Core i5,15.6,32,4.0,0,1000,46770000,0,asus
1075,Core i5,15.6,12,2.0,1000,512,31979000,0,asus
1076,Core i7,15.6,16,8.0,0,512,58400000,0,asus
1077,Ryzen 9,15.6,16,12.0,0,1000,77479000,0,asus
1078,Core i7,17.3,16,8.0,0,1000,85400000,0,msi
1079,Core i7,15.6,16,6.0,0,512,50000000,0,hp
1080,Ryzen 5,15.6,16,4.0,0,512,38200000,0,asus
1081,Core i5,16.0,8,4.0,0,1000,39470000,0,asus
1084,Core i3,14.0,8,4.0,0,512,18200000,0,asus
1085,Core i3,15.6,8,2.0,1000,256,17600000,0,lenovo
1086,Core i3,15.6,4,2.0,0,256,14490000,0,acer
1087,Core i5,15.6,16,4.0,1000,512,36088820,0,lenovo
1088,Core i7,15.6,24,6.0,0,1000,57800000,0,asus
1089,Ryzen 5,15.6,16,4.0,0,512,34000000,0,hp
1092,Core i7,17.3,32,6.0,0,1000,69300000,0,hp
1093,Core i7,15.0,16,8.0,0,1000,64500000,0,hp
1095,Core i5,14.0,4,0.0,500,0,7000000,1,lenovo
1096,Core i7,15.6,8,2.0,0,512,34250000,0,asus
1097,Core i7,15.0,16,6.0,0,256,41000000,0,microsoft
1098,Core i3,15.6,8,2.0,512,512,20979000,0,lenovo
1101,Core i5,13.5,16,0.0,0,512,66000000,1,microsoft
1102,Core i3,15.6,4,0.0,1000,0,16190000,1,asus
1103,Core i5,15.6,32,6.0,0,1000,45669000,0,hp
1104,Core i5,13.3,8,4.0,512,512,113979000,0,lenovo
